,Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
1,Andrew Abbott,25,86,Maj-NL,Cincinnati,25,25,10.0,10.0,,138.0,127,60,57,52,114,25,2,3.72,529,28,1,1,6,2,10,4,3,586,2333,0.64,0.16,0.09,0.35,0.21,0.12,1.297,0.26,7.4,2.19,671096
2,Bryan Abreu,27,46,Maj-AL,Houston,78,0,3.0,3.0,1.0,78.1,59,27,27,32,103,9,6,3.1,285,10,1,0,5,1,13,3,2,325,1300,0.65,0.18,0.14,0.4,0.26,0.05,1.162,0.287,11.8,3.22,650556
3,Jason Adam,32,46,"Maj-AL,Maj-NL","San Diego,Tampa Bay",74,0,7.0,2.0,4.0,73.2,40,20,16,23,81,5,6,1.95,251,8,1,4,5,2,20,1,1,282,1109,0.64,0.14,0.18,0.43,0.2,0.1,0.855,0.21,9.9,3.52,592094
4,Austin Adams,33,91,Maj-AL,Oakland,56,0,1.0,2.0,,41.1,38,20,18,23,53,4,13,3.92,152,12,0,2,3,2,4,2,0,191,805,0.6,0.18,0.13,0.38,0.27,0.11,1.476,0.351,11.5,2.3,613534
5,Ty Adcock,27,130,Maj-NL,New York,3,0,,,,4.1,7,7,7,2,3,4,0,14.54,19,0,0,0,1,0,0,0,0,21,86,0.64,0.13,0.07,0.25,0.19,0.0,2.077,0.25,6.2,1.5,686654
6,Joan Adon,25,82,Maj-NL,Washington,8,1,,,,10.2,12,8,8,4,6,2,1,6.75,41,1,0,0,1,1,1,0,0,48,178,0.62,0.17,0.06,0.59,0.19,0.03,1.5,0.294,5.1,1.5,672851
7,Julian Aguiar,23,54,Maj-NL,Cincinnati,7,7,2.0,1.0,,31.2,30,22,22,12,19,8,5,6.25,123,6,0,1,4,0,1,0,0,140,530,0.64,0.14,0.08,0.38,0.19,0.12,1.326,0.229,5.4,1.58,687924
8,Keegan Akin,29,45,Maj-AL,Baltimore,66,0,3.0,1.0,1.0,78.2,55,31,29,19,97,9,2,3.32,285,13,2,1,2,5,0,0,0,313,1241,0.66,0.19,0.13,0.38,0.21,0.13,0.941,0.25,11.1,5.11,669211
9,Jorge Alcal\xc3\xa1,28,44,Maj-AL,Minnesota,54,0,4.0,3.0,,58.1,40,23,21,20,58,8,3,3.24,210,8,1,1,1,1,9,3,0,235,932,0.64,0.16,0.13,0.35,0.2,0.14,1.029,0.221,8.9,2.9,660896
10,Sam Aldegheri,22,60,Maj-AL,Los Angeles,3,3,1.0,2.0,,13.0,15,12,7,10,10,2,2,4.85,53,3,0,0,0,2,1,0,0,67,222,0.58,0.16,0.08,0.22,0.24,0.11,1.923,0.302,6.9,1.0,691951
11,Scott Alexander,34,45,Maj-AL,Oakland,45,0,1.0,3.0,,38.2,31,14,11,15,31,3,2,2.56,139,7,0,7,4,2,3,1,0,160,568,0.64,0.15,0.09,0.61,0.21,0.01,1.19,0.262,7.2,2.07,518397
12,Tyler Alexander,29,47,Maj-AL,Tampa Bay,23,9,6.0,5.0,,107.2,110,61,61,24,90,23,5,5.1,419,20,1,1,5,5,10,4,3,455,1668,0.69,0.19,0.09,0.32,0.25,0.08,1.245,0.28,7.5,3.75,641302
13,Kolby Allard,26,49,Maj-NL,Philadelphia,7,4,2.0,,,27.0,34,15,15,8,23,5,0,5.0,109,4,2,0,4,0,0,0,1,117,436,0.66,0.17,0.1,0.47,0.14,0.08,1.556,0.358,7.7,2.88,663465
14,Logan Allen,27,157,Maj-NL,Arizona,12,0,,1.0,1.0,28.0,32,17,17,10,21,3,2,5.46,114,6,0,0,0,2,3,0,0,128,470,0.64,0.14,0.09,0.42,0.32,0.07,1.5,0.315,6.8,2.1,663531
15,Logan Allen,25,78,Maj-AL,Cleveland,20,20,8.0,5.0,,97.1,113,62,61,41,79,22,4,5.64,383,26,3,0,14,3,3,2,1,432,1665,0.63,0.17,0.09,0.44,0.22,0.07,1.582,0.319,7.3,1.93,671106
16,Yency Almonte,30,189,Maj-NL,Chicago,17,0,1.0,,1.0,15.2,9,7,6,8,20,1,2,3.45,56,1,1,1,0,1,2,0,0,67,267,0.57,0.16,0.12,0.43,0.24,0.11,1.085,0.222,11.5,2.5,622075
17,Dan Altavilla,31,146,Maj-AL,Kansas City,5,1,,1.0,,3.2,5,6,6,3,5,1,1,14.73,16,1,0,0,0,0,1,0,0,21,83,0.58,0.14,0.12,0.55,0.18,0.09,2.182,0.4,12.3,1.67,656186
18,Jos\xc3\xa9 Alvarado,29,44,Maj-NL,Philadelphia,66,0,2.0,5.0,13.0,61.2,49,30,28,28,63,6,1,4.09,228,8,2,1,5,1,7,1,0,258,1054,0.62,0.15,0.12,0.46,0.25,0.09,1.249,0.269,9.2,2.25,621237
19,Eddy Alvarez,34,53,Maj-NL,New York,1,0,,,,1.0,1,0,0,0,1,0,1,0.0,4,1,0,0,0,0,0,0,0,5,13,0.62,0.08,0.08,0.33,0.33,0.0,1.0,0.333,9.0,,657193
20,Adbert Alzolay,29,184,Maj-NL,Chicago,18,0,1.0,4.0,4.0,17.1,19,13,9,6,13,6,1,4.67,68,1,0,0,1,0,4,0,2,75,329,0.63,0.16,0.09,0.42,0.22,0.02,1.442,0.265,6.8,2.17,640470
21,Chase Anderson,36,62,Maj-AL,"Boston,Texas",29,1,,2.0,3.0,58.1,55,41,35,21,42,12,4,5.4,227,11,0,1,1,2,7,1,0,255,1017,0.62,0.16,0.1,0.32,0.22,0.12,1.303,0.246,6.5,2.0,502624
22,Grant Anderson,27,69,Maj-AL,Texas,23,0,,1.0,1.0,26.2,33,24,24,10,29,11,1,8.1,109,1,0,3,4,0,4,0,1,120,483,0.64,0.19,0.1,0.4,0.19,0.11,1.613,0.319,9.8,2.9,681982
23,Justin Anderson,31,48,Maj-AL,Chicago,56,0,1.0,2.0,1.0,53.1,48,29,26,32,57,5,3,4.39,205,9,0,1,3,1,8,1,0,242,943,0.62,0.15,0.13,0.38,0.24,0.06,1.5,0.299,9.6,1.78,605121
24,Nick Anderson,33,122,Maj-AL,Kansas City,37,0,3.0,1.0,1.0,35.2,35,17,16,15,29,6,1,4.04,135,11,0,1,3,2,1,1,0,153,573,0.65,0.2,0.1,0.4,0.27,0.04,1.402,0.284,7.3,1.93,623433
25,Shaun Anderson,29,46,"Maj-AL,Maj-NL","Miami,Texas",6,2,,2.0,,16.1,34,19,15,1,10,3,1,8.27,82,9,1,0,1,1,0,0,0,85,244,0.7,0.19,0.05,0.37,0.34,0.07,2.143,0.443,5.5,10.0,641312
27,Tyler Anderson,34,47,Maj-AL,Los Angeles,31,31,10.0,15.0,,179.1,158,83,76,73,142,24,7,3.81,681,32,3,2,6,4,15,3,0,765,2914,0.64,0.15,0.13,0.38,0.24,0.08,1.288,0.258,7.1,1.95,542881
28,Clayton Andrews,27,175,Maj-AL,New York,1,0,,,,0.1,1,1,1,0,1,1,1,27.0,2,0,0,0,0,0,0,0,0,3,15,0.67,0.07,0.2,0.0,0.0,0.0,3.0,,27.0,,677076
29,Matt Andriese,34,131,Maj-NL,Miami,4,0,,1.0,,6.0,7,5,4,1,7,2,0,6.0,25,1,1,1,0,0,1,0,0,26,88,0.74,0.17,0.08,0.5,0.22,0.0,1.333,0.313,10.5,7.0,542882
30,Tejay Antone,30,221,Maj-NL,Cincinnati,3,0,,,,2.0,2,2,1,4,2,0,0,4.5,7,1,0,0,0,0,0,1,0,11,46,0.5,0.15,0.11,0.4,0.4,0.0,3.0,0.4,9.0,0.5,622088
31,Shawn Armstrong,33,54,"Maj-AL,Maj-NL","Chicago,St. Louis,Tampa Bay",57,7,3.0,3.0,1.0,66.2,77,38,36,25,66,6,2,4.86,266,17,2,0,5,1,9,2,0,295,1109,0.68,0.17,0.09,0.36,0.29,0.1,1.53,0.364,8.9,2.64,542888
32,Spencer Arrighetti,24,46,Maj-AL,Houston,29,28,7.0,13.0,,145.0,139,80,73,65,171,21,7,4.53,557,32,1,0,5,3,16,5,1,632,2505,0.64,0.17,0.12,0.36,0.28,0.08,1.407,0.321,10.6,2.63,681293
33,Aaron Ashby,26,45,Maj-NL,Milwaukee,14,2,1.0,2.0,,28.1,20,13,9,10,33,2,0,2.86,107,6,0,0,1,1,5,0,0,119,484,0.65,0.22,0.11,0.61,0.17,0.0,1.059,0.247,10.5,3.3,676879
34,Graham Ashcraft,26,128,Maj-NL,Cincinnati,15,15,5.0,5.0,,77.1,89,50,45,27,57,11,6,5.24,316,15,0,0,8,1,4,1,1,350,1342,0.63,0.14,0.1,0.49,0.23,0.05,1.5,0.313,6.6,2.11,668933
35,Javier Assad,26,48,Maj-NL,Chicago,29,29,7.0,6.0,,147.0,143,64,61,63,124,20,5,3.73,562,30,2,0,10,4,11,6,2,638,2538,0.61,0.19,0.07,0.44,0.23,0.06,1.401,0.292,7.6,1.97,665871
36,Nick Avila,26,172,Maj-NL,San Francisco,8,0,1.0,,,11.2,17,12,11,3,14,2,0,8.49,50,7,1,0,0,2,1,1,0,55,225,0.64,0.13,0.11,0.26,0.39,0.03,1.714,0.417,10.8,4.67,687014
37,Pedro Avila,27,46,"Maj-AL,Maj-NL","Cleveland,San Diego",54,0,6.0,1.0,1.0,82.2,73,38,35,36,82,8,4,3.81,306,14,1,1,9,6,0,0,0,353,1420,0.62,0.16,0.1,0.45,0.31,0.04,1.319,0.293,8.9,2.28,658648
38,Lake Bachar,29,44,Maj-NL,Miami,10,0,,1.0,,9.1,10,5,4,4,11,2,0,3.86,36,1,0,0,2,0,0,0,0,40,161,0.6,0.16,0.11,0.36,0.2,0.08,1.5,0.348,10.6,2.75,669199
39,Bryan Baker,29,47,Maj-AL,Baltimore,19,0,1.0,1.0,,23.1,20,14,13,7,23,3,0,5.01,85,6,1,0,3,1,4,0,0,93,370,0.65,0.16,0.11,0.43,0.21,0.08,1.157,0.283,8.9,3.29,641329
40,Anthony Banda,30,44,Maj-NL,Los Angeles,48,2,3.0,2.0,2.0,49.2,44,19,17,18,50,5,2,3.08,185,4,1,6,1,2,5,2,1,209,780,0.66,0.14,0.15,0.46,0.23,0.07,1.248,0.296,9.1,2.78,607455
41,Tanner Banks,32,44,"Maj-AL,Maj-NL","Chicago,Philadelphia",63,2,2.0,3.0,2.0,72.1,69,41,32,25,78,6,3,3.98,277,11,1,2,3,5,13,5,4,311,1177,0.64,0.16,0.11,0.49,0.22,0.04,1.3,0.318,9.7,3.12,621383
42,Scott Barlow,31,66,Maj-AL,Cleveland,63,0,3.0,3.0,2.0,55.0,44,27,26,31,68,6,4,4.25,204,11,0,1,2,2,11,1,1,241,1022,0.59,0.16,0.14,0.48,0.24,0.07,1.364,0.288,11.1,2.19,605130
43,Jacob Barnes,34,47,Maj-NL,Washington,63,0,8.0,3.0,,66.0,67,36,32,20,55,10,0,4.36,252,13,1,2,12,5,7,1,1,277,1117,0.63,0.14,0.11,0.38,0.32,0.04,1.318,0.297,7.5,2.75,606930
44,Matt Barnes,34,194,Maj-NL,Washington,14,0,,,,13.1,16,11,10,4,10,1,0,6.75,55,4,0,0,0,0,4,0,0,60,237,0.58,0.13,0.08,0.4,0.22,0.11,1.5,0.341,6.8,2.5,598264
45,Tucker Barnhart,33,143,Maj-NL,Arizona,1,0,,,,1.0,4,2,2,0,0,1,0,18.0,7,0,0,0,0,0,0,0,0,7,11,0.73,0.09,0.0,0.57,0.14,0.0,4.0,0.5,0.0,,571466
46,Chris Bassitt,35,50,Maj-AL,Toronto,31,31,10.0,14.0,,171.0,180,91,79,70,168,18,16,4.16,667,29,1,2,14,3,14,9,2,758,2960,0.64,0.19,0.09,0.41,0.27,0.07,1.462,0.335,8.8,2.4,605135
47,Brady Basso,26,48,Maj-AL,Oakland,7,4,1.0,1.0,,22.1,23,10,10,5,19,3,0,4.03,87,1,0,0,1,1,2,1,1,93,350,0.64,0.17,0.11,0.42,0.19,0.09,1.254,0.303,7.7,3.8,669620
48,Jake Bauers,28,62,Maj-NL,Milwaukee,4,0,,,,4.0,5,2,2,4,1,0,0,4.5,16,3,0,0,1,0,0,0,0,20,75,0.51,0.09,0.05,0.13,0.2,0.2,2.25,0.333,2.3,0.25,641343
49,Mike Baumann,28,46,"Maj-AL,Maj-NL","Baltimore,Los Angeles,Miami,San Francisco,Seattle",57,0,3.0,1.0,,58.1,59,40,36,28,58,9,4,5.55,228,10,4,1,3,4,7,3,2,264,1068,0.63,0.15,0.11,0.39,0.22,0.05,1.491,0.303,8.9,2.07,657508
50,Shane Baz,25,45,Maj-AL,Tampa Bay,14,14,4.0,3.0,,79.1,57,28,27,27,69,9,4,3.06,285,7,0,0,6,3,3,2,1,319,1207,0.65,0.15,0.11,0.39,0.2,0.1,1.059,0.229,7.8,2.56,669358
51,Eduard Bazardo,28,44,Maj-AL,Seattle,23,0,2.0,,,27.2,20,15,15,9,33,2,0,4.88,98,3,0,0,2,0,2,2,0,108,441,0.64,0.19,0.12,0.56,0.14,0.06,1.048,0.286,10.7,3.67,660825
53,Tristan Beck,28,45,Maj-NL,San Francisco,7,1,,,,16.0,14,3,3,4,14,2,1,1.69,61,4,0,0,0,1,0,0,0,67,242,0.68,0.17,0.1,0.33,0.19,0.1,1.125,0.261,7.9,3.5,663941
54,David Bednar,29,45,Maj-NL,Pittsburgh,62,0,3.0,8.0,23.0,57.2,54,40,37,28,58,9,3,5.77,227,12,0,3,1,2,14,0,0,262,1024,0.66,0.15,0.13,0.37,0.22,0.11,1.422,0.278,9.1,2.07,670280
55,Tyler Beede,31,194,Maj-AL,Cleveland,13,0,1.0,,,14.0,16,14,13,9,18,2,3,8.36,54,3,1,1,1,1,5,0,0,68,265,0.63,0.18,0.13,0.45,0.26,0.03,1.786,0.4,11.6,2.0,595881
56,Jalen Beeks,30,45,Maj-NL,"Colorado,Pittsburgh",71,0,7.0,4.0,10.0,70.0,77,42,35,27,55,6,3,4.5,276,10,1,2,7,3,4,0,0,312,1193,0.61,0.14,0.1,0.45,0.23,0.09,1.486,0.326,7.1,2.04,656222
57,Clayton Beeter,25,45,Maj-AL,New York,3,0,,,,3.2,4,2,2,1,5,0,0,4.91,14,2,0,0,0,0,1,0,0,15,51,0.67,0.18,0.14,0.33,0.33,0.22,1.364,0.444,12.3,5.0,690925
58,Brayan Bello,25,49,Maj-AL,Boston,30,30,14.0,8.0,,162.1,157,84,81,64,153,19,11,4.49,622,31,0,0,15,5,12,2,1,702,2712,0.63,0.17,0.11,0.51,0.24,0.05,1.361,0.303,8.5,2.39,678394
59,Valente Bellozo,24,47,Maj-NL,Miami,13,13,3.0,4.0,,68.2,69,31,28,21,44,15,2,3.67,270,14,1,1,1,2,2,1,1,295,1094,0.62,0.17,0.08,0.3,0.23,0.14,1.311,0.254,5.8,2.1,678368
60,Anthony Bender,29,44,Maj-NL,Miami,59,0,5.0,2.0,1.0,53.0,50,25,24,18,59,3,4,4.08,204,11,1,1,5,1,7,1,0,228,954,0.65,0.22,0.09,0.52,0.23,0.06,1.283,0.329,10.0,3.28,669622
61,Jonathan Berm\xc3\xbadez,28,62,Maj-NL,Miami,3,1,,1.0,,6.2,11,6,6,2,4,2,2,8.1,28,3,0,0,0,1,1,0,0,33,121,0.59,0.16,0.06,0.4,0.2,0.04,1.95,0.391,5.4,2.0,642834
62,Brennan Bernardino,32,63,Maj-AL,Boston,57,3,4.0,3.0,,51.0,50,25,23,22,56,6,6,4.06,195,9,1,6,3,2,3,1,4,226,860,0.66,0.21,0.09,0.46,0.26,0.05,1.412,0.326,9.9,2.55,657514
63,Jos\xc3\xa9 Berr\xc3\xados,30,46,Maj-AL,Toronto,32,32,16.0,11.0,,192.1,168,79,77,54,153,31,13,3.6,714,21,4,1,21,2,12,5,4,786,2915,0.66,0.19,0.09,0.43,0.24,0.07,1.154,0.258,7.2,2.83,621244
64,Prelander Berroa,24,44,Maj-AL,Chicago,17,0,1.0,,,19.0,15,7,7,13,26,2,1,3.32,69,4,0,1,1,0,2,2,2,83,348,0.61,0.15,0.15,0.42,0.16,0.12,1.474,0.317,12.3,2.0,672860
65,Tanner Bibee,25,49,Maj-AL,Cleveland,31,31,12.0,8.0,,173.2,150,70,67,44,187,22,8,3.47,651,40,4,0,6,6,6,6,7,710,2852,0.66,0.15,0.12,0.35,0.24,0.09,1.117,0.286,9.7,4.25,676440
66,Phil Bickford,28,69,Maj-AL,New York,8,0,,,,8.1,10,9,8,1,6,1,1,8.64,36,2,0,0,0,0,2,0,0,39,154,0.64,0.23,0.1,0.43,0.17,0.03,1.32,0.31,6.5,6.0,641360
67,Osvaldo Bido,28,66,Maj-AL,Oakland,16,9,5.0,3.0,,63.1,43,25,24,26,63,3,7,3.41,224,12,0,1,4,1,6,1,1,259,1056,0.62,0.15,0.11,0.31,0.24,0.16,1.09,0.252,9.0,2.42,674370
68,Shane Bieber,29,224,Maj-AL,Cleveland,2,2,2.0,,,12.0,10,0,0,1,20,0,0,0.0,44,4,0,0,2,0,0,0,0,45,166,0.66,0.19,0.17,0.5,0.33,0.04,0.917,0.417,15.0,20.0,669456
69,Brandon Bielak,28,52,Maj-AL,"Houston,Oakland",16,0,1.0,,,29.2,39,17,17,13,14,5,2,5.16,125,9,1,0,4,0,1,0,0,140,510,0.59,0.13,0.06,0.39,0.27,0.05,1.753,0.321,4.2,1.08,656232
70,Hunter Bigge,26,44,"Maj-AL,Maj-NL","Chicago,Tampa Bay",19,1,,,1.0,17.1,17,5,5,5,24,2,0,2.6,68,1,1,0,0,0,1,1,0,73,300,0.65,0.13,0.17,0.32,0.32,0.09,1.269,0.357,12.5,4.8,685801
71,Jake Bird,28,45,Maj-NL,Colorado,35,0,2.0,2.0,1.0,40.0,43,21,20,25,31,5,4,4.5,154,11,0,1,4,1,4,2,0,185,683,0.63,0.19,0.09,0.46,0.2,0.04,1.7,0.319,7.0,1.24,656234
72,Hayden Birdsong,22,44,Maj-NL,San Francisco,16,16,5.0,6.0,,72.0,57,39,38,43,88,11,4,4.75,264,11,1,0,3,2,4,1,2,315,1388,0.59,0.16,0.12,0.41,0.22,0.03,1.389,0.275,11.0,2.05,806185
73,Spencer Bivens,30,45,Maj-NL,San Francisco,27,2,3.0,1.0,1.0,48.2,47,20,17,11,37,9,1,3.14,188,7,0,1,5,1,4,0,0,202,768,0.65,0.19,0.07,0.54,0.15,0.06,1.192,0.266,6.8,3.36,702352
74,Ty Blach,33,66,Maj-NL,Colorado,20,12,3.0,8.0,,71.1,103,55,55,18,36,17,6,6.94,301,20,1,0,9,3,1,0,1,330,1133,0.67,0.17,0.06,0.41,0.25,0.03,1.696,0.343,4.5,2.0,621389
75,Mason Black,24,48,Maj-NL,San Francisco,9,8,1.0,5.0,,36.1,46,26,26,15,31,7,3,6.44,149,10,0,0,0,1,2,2,0,169,663,0.66,0.18,0.07,0.33,0.24,0.08,1.679,0.348,7.7,2.07,696131
76,Paul Blackburn,30,81,"Maj-AL,Maj-NL","New York,Oakland",14,14,5.0,4.0,,75.1,76,41,39,21,59,12,3,4.66,290,14,1,0,7,1,6,2,3,316,1212,0.62,0.15,0.1,0.46,0.27,0.06,1.288,0.291,7.0,2.81,621112
77,Bradley Blalock,23,63,Maj-NL,"Colorado,Milwaukee",7,6,1.0,3.0,,30.2,35,22,20,20,20,4,1,5.87,126,10,1,0,2,0,5,0,0,147,553,0.61,0.15,0.09,0.36,0.31,0.06,1.794,0.304,5.9,1.0,687134
79,Ronel Blanco,30,46,Maj-AL,Houston,30,29,13.0,6.0,,167.1,114,56,52,68,166,22,2,2.8,599,26,3,0,12,5,7,3,2,676,2752,0.64,0.15,0.13,0.4,0.21,0.09,1.088,0.221,8.9,2.44,669854
80,Scott Blewett,28,44,Maj-AL,Minnesota,12,0,1.0,1.0,,20.1,17,5,4,8,18,2,1,1.77,76,5,0,2,2,0,2,0,0,85,320,0.64,0.12,0.13,0.45,0.21,0.07,1.23,0.268,8.0,2.25,656240
81,Jake Bloss,23,112,Maj-AL,Houston,3,3,,1.0,,11.2,16,9,9,3,11,5,0,6.94,51,1,1,0,0,0,5,0,0,55,235,0.66,0.14,0.11,0.25,0.33,0.1,1.629,0.314,8.5,3.67,814005
82,Cody Bolton,26,140,Maj-AL,Seattle,17,0,,,,18.2,18,11,9,9,17,3,0,4.34,73,3,1,0,0,1,1,1,1,83,312,0.63,0.2,0.1,0.42,0.21,0.16,1.446,0.278,8.2,1.89,675989
83,Cam Booser,32,60,Maj-AL,Boston,43,0,2.0,3.0,1.0,42.2,41,17,16,16,43,5,0,3.38,164,6,1,1,1,3,1,1,1,183,695,0.67,0.14,0.14,0.31,0.26,0.06,1.336,0.303,9.1,2.69,592155
84,Ryan Borucki,30,45,Maj-NL,Pittsburgh,14,0,,,,11.0,14,10,9,4,13,2,1,7.36,45,3,0,0,0,0,1,0,0,51,174,0.65,0.15,0.17,0.52,0.27,0.0,1.636,0.4,10.6,3.25,621366
85,David Bote,31,122,Maj-NL,Chicago,1,0,,,,1.0,1,0,0,1,0,0,0,0.0,4,1,0,0,0,0,0,0,0,5,15,0.47,0.07,0.07,0.5,0.0,0.0,2.0,0.25,0.0,0.0,623520
86,Caleb Boushley,30,77,Maj-AL,Minnesota,2,0,,,,4.0,6,2,2,2,1,0,0,4.5,18,2,0,0,0,0,0,0,0,20,63,0.6,0.11,0.03,0.41,0.18,0.12,2.0,0.353,2.3,0.5,676961
87,Jonathan Bowlan,27,197,Maj-AL,Kansas City,1,1,,1.0,,2.2,6,4,4,3,3,3,0,13.5,14,0,0,0,0,0,0,0,0,17,68,0.63,0.16,0.15,0.45,0.09,0.09,3.375,0.375,10.1,1.0,680742
88,Matt Bowman,33,45,"Maj-AL,Maj-NL","Arizona,Baltimore,Minnesota,Seattle",25,1,1.0,,,30.2,26,15,15,13,24,5,2,4.4,117,7,0,1,2,0,3,0,0,132,497,0.61,0.18,0.07,0.44,0.26,0.04,1.272,0.239,7.0,1.85,621199
89,Matthew Boyd,33,52,Maj-AL,Cleveland,8,8,2.0,2.0,,39.2,32,16,12,13,46,4,2,2.72,150,8,0,0,1,1,4,0,2,166,669,0.65,0.16,0.14,0.33,0.27,0.1,1.135,0.277,10.4,3.54,571510
90,Joe Boyle,24,44,Maj-AL,Oakland,13,10,3.0,6.0,,47.2,42,35,34,40,56,4,4,6.42,179,6,1,0,4,2,10,1,2,226,966,0.56,0.17,0.11,0.37,0.29,0.1,1.72,0.314,10.6,1.4,671212
91,Cody Bradford,26,48,Maj-AL,Texas,14,13,6.0,3.0,,76.1,64,32,30,13,70,10,1,3.54,293,9,4,0,2,1,8,1,0,308,1175,0.68,0.19,0.1,0.37,0.25,0.1,1.009,0.252,8.3,5.38,674003
92,Kyle Bradish,27,151,Maj-AL,Baltimore,8,8,2.0,,,39.1,27,12,12,15,53,2,3,2.75,144,6,2,0,2,0,0,0,1,163,674,0.62,0.2,0.11,0.55,0.19,0.1,1.068,0.281,12.1,3.53,680694
93,Taj Bradley,23,46,Maj-AL,Tampa Bay,25,25,8.0,11.0,,138.0,122,68,63,47,154,22,3,4.11,519,22,1,0,11,5,6,0,0,578,2295,0.65,0.14,0.13,0.42,0.24,0.06,1.225,0.287,10.0,3.28,671737
94,Ryan Brasier,36,46,Maj-NL,Los Angeles,29,4,1.0,,,28.0,22,12,11,5,25,3,0,3.54,101,5,1,0,2,3,2,0,0,110,375,0.72,0.15,0.11,0.45,0.21,0.11,0.964,0.25,8.0,5.0,518489
95,Huascar Brazob\xc3\xa1n,34,43,Maj-NL,"Miami,New York",39,0,1.0,3.0,,51.2,38,26,22,25,51,2,3,3.83,189,3,3,0,4,0,4,1,0,217,899,0.62,0.14,0.13,0.46,0.25,0.08,1.219,0.265,8.9,2.04,623211
96,John Brebbia,34,54,"Maj-AL,Maj-NL","Atlanta,Chicago",59,0,,6.0,2.0,55.1,56,36,36,19,67,11,3,5.86,220,11,0,0,1,0,4,1,0,242,993,0.66,0.16,0.11,0.29,0.29,0.08,1.355,0.317,10.9,3.53,605154
97,Colten Brewer,31,129,Maj-NL,Chicago,16,0,,,1.0,20.2,24,16,13,9,22,1,1,5.66,82,6,1,0,0,3,7,2,0,95,391,0.62,0.18,0.11,0.44,0.19,0.08,1.597,0.371,9.6,2.44,605155
98,Beau Brieske,26,45,Maj-AL,Detroit,46,12,4.0,5.0,1.0,67.2,55,31,27,30,69,5,2,3.59,246,11,3,2,5,3,5,3,0,282,1152,0.64,0.15,0.11,0.39,0.24,0.09,1.256,0.286,9.2,2.3,689225
99,Jhony Brito,26,94,Maj-NL,San Diego,26,0,1.0,2.0,,43.2,49,23,20,10,29,4,0,4.12,173,4,1,1,3,1,6,0,1,185,629,0.65,0.16,0.08,0.48,0.2,0.07,1.351,0.319,6.0,2.9,666745
100,Connor Brogdon,29,217,Maj-NL,"Los Angeles,Philadelphia",4,0,,1.0,,3.0,5,9,8,6,3,4,0,24.0,13,1,0,0,1,0,2,0,0,19,97,0.49,0.09,0.1,0.3,0.1,0.0,3.667,0.167,9.0,0.5,641401
101,Aaron Brooks,34,141,Maj-AL,Oakland,5,4,,2.0,,26.2,33,19,15,8,12,4,1,5.06,107,7,0,0,4,3,2,1,0,119,403,0.65,0.15,0.09,0.49,0.21,0.02,1.538,0.309,4.1,1.5,605156
102,Ben Brown,24,157,Maj-NL,Chicago,15,8,1.0,3.0,,55.1,41,22,22,19,64,5,1,3.58,197,9,0,0,3,4,5,0,1,222,849,0.65,0.19,0.13,0.38,0.25,0.09,1.084,0.273,10.4,3.37,676962
103,Hunter Brown,25,50,Maj-AL,Houston,31,30,11.0,9.0,,170.0,156,71,66,60,179,18,5,3.49,645,16,2,0,13,2,20,9,0,712,2889,0.63,0.17,0.1,0.49,0.22,0.07,1.271,0.307,9.5,2.98,686613
105,Justin Bruihl,27,141,Maj-NL,Pittsburgh,7,0,,,,5.2,9,6,6,1,5,1,1,9.53,24,3,0,1,1,1,1,0,0,27,99,0.73,0.13,0.15,0.6,0.2,0.0,1.765,0.421,7.9,5.0,677865
106,Vidal Bruj\xc3\xa1n,26,54,Maj-NL,Miami,2,0,,,,1.2,7,8,8,3,1,2,1,43.2,12,0,0,0,0,0,0,0,0,16,55,0.56,0.13,0.02,0.18,0.36,0.18,6.0,0.556,5.4,0.33,660644
107,Zach Brzykcy,24,55,Maj-NL,Washington,6,0,,,,5.2,9,9,9,3,4,2,0,14.29,25,1,0,0,1,0,0,0,0,28,104,0.64,0.2,0.1,0.24,0.33,0.05,2.118,0.368,6.4,1.33,694350
108,Kris Bubic,26,44,Maj-AL,Kansas City,27,0,1.0,1.0,1.0,30.1,26,12,9,5,39,2,0,2.67,112,5,1,3,1,2,0,2,1,121,467,0.7,0.19,0.15,0.6,0.21,0.05,1.022,0.329,11.6,7.8,663460
109,David Buchanan,35,73,Maj-NL,Cincinnati,1,0,,,,3.1,2,1,1,2,1,0,0,2.7,12,1,0,0,0,0,0,0,0,14,58,0.57,0.19,0.07,0.27,0.18,0.18,1.2,0.182,2.7,0.5,571527
110,Walker Buehler,29,47,Maj-NL,Los Angeles,16,16,1.0,6.0,,75.1,89,52,45,28,64,16,5,5.38,308,15,2,0,11,2,12,2,0,344,1336,0.63,0.18,0.08,0.46,0.27,0.05,1.553,0.317,7.6,2.29,621111
111,JB Bukauskas,27,213,Maj-NL,Milwaukee,6,0,,,,6.0,3,1,1,1,6,1,0,1.5,21,0,0,0,0,0,1,0,0,22,88,0.63,0.17,0.16,0.47,0.27,0.0,0.667,0.143,9.0,6.0,656266
